sampled_date;sampling_point;r_sample_point;product;R_NO_ELABORACION;SAMPLE_NUMBER;analysis;name;FORMATTED_ENTRY;PRODUCT_GRADE;STAGE;T_TEST_METHOD;DISPLAY_STRING
2025-03-01 07:00:53.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675838;R-DENSI_15;Densidad a 15ºC;0.7564;ENTRADAO700;NONE;ASTM_D_4052;g/ml
2025-03-01 07:00:53.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675838;R-PONA;Aromáticos;11.8;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-01 07:00:53.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675838;R-PONA;Benceno;<0.01;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-01 07:00:53.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675838;R-PONA;Equipo;EQUIPO_I_GC;ENTRADAO700;NONE;ASTM_D_6730;-
2025-03-01 07:00:53.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675838;R-PONA;Nafténicos;43.7;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-01 07:00:53.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675838;R-PONA;Olefinas;<0.1;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-01 07:00:53.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675838;R-PONA;Parafínicos;44.5;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-02 07:00:56.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;675999;R-DENSI_15;Densidad a 15ºC;0.7571;ENTRADAD700;NONE;ASTM_D_4052;g/ml
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-DENSI_15;Densidad a 15ºC;0.7561;ENTRADAL700;NONE;ASTM_D_4052;g/ml
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;10% vol;108.5;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;20% vol;109.6;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;30% vol;110.7;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;40% vol;112.1;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;5% vol;108.2;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;50% vol;114.7;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;60% vol;116.9;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;70% vol;121.0;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;80% vol;127.0;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;90% vol;138.5;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;95% vol;150.9;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;IBP;105.7;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;Pérdidas;0.8;ENTRADAL700;NONE;ASTM_D_7345;% v/v
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;Punto Final;174.8;ENTRADAL700;NONE;ASTM_D_7345;°C
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;Residuo;1.1;ENTRADAL700;NONE;ASTM_D_7345;% v/v
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;Tipo;EVAPORADO;ENTRADAL700;NONE;ASTM_D_7345;-
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-MICRO_DES;Vol . Recuperado;98.1;ENTRADAL700;NONE;ASTM_D_7345;%
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-N_MULTIELEMENTO;Nitrógeno;0.5;ENTRADAL700;NONE;ASTM_D_5762;ppm
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-S_RX;Azufre;0.0;ENTRADAL700;NONE;ASTM_D_7039;ppm
2025-03-03 07:02:00.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676198;R-S_RX;Límite de detección y cuantificación;valor por debajo del límite de detección (LD = 0.4 ppm);ENTRADAL700;NONE;ASTM_D_7039;-
2025-03-04 07:01:52.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676410;R-DENSI_15;Densidad a 15ºC;0.7554;ENTRADAO700;NONE;ASTM_D_4052;g/ml
2025-03-04 07:01:52.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676410;R-PONA;Aromáticos;11.1;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-04 07:01:52.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676410;R-PONA;Benceno;0.02;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-04 07:01:52.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676410;R-PONA;Equipo;EQUIPO_II_GC;ENTRADAO700;NONE;ASTM_D_6730;-
2025-03-04 07:01:52.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676410;R-PONA;Nafténicos;43.0;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-04 07:01:52.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676410;R-PONA;Olefinas;<0.1;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-04 07:01:52.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676410;R-PONA;Parafínicos;45.9;ENTRADAO700;NONE;ASTM_D_6730;% v/v
2025-03-05 07:01:30.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676624;R-DENSI_15;Densidad a 15ºC;0.7568;ENTRADAM700;NONE;ASTM_D_4052;g/ml
2025-03-05 07:01:30.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676624;R-MICRO_DES;10% vol;108.5;ENTRADAM700;NONE;ASTM_D_7345;°C
2025-03-05 07:01:30.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676624;R-MICRO_DES;20% vol;110.3;ENTRADAM700;NONE;ASTM_D_7345;°C
2025-03-05 07:01:30.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676624;R-MICRO_DES;30% vol;111.9;ENTRADAM700;NONE;ASTM_D_7345;°C
2025-03-05 07:01:30.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676624;R-MICRO_DES;40% vol;113.4;ENTRADAM700;NONE;ASTM_D_7345;°C
2025-03-05 07:01:30.000;R-RFM_OCT;NULL;FONDO_2102E;NULL;676624;R-MICRO_DES;5% vol;107.3;ENTRADAM700;NONE;ASTM_D_7345;°C
